request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_135,304.80,affordable_now,full_payment,2026-07-06:304.80,2026-07-06,none,"Pay USD 304.80 today. This leaves at least USD 500 available over the next 90 days. Balance today is USD 1,041.10; the lowest projected balance is USD 567.82 on 12 July 2026."
request_136,560.40,affordable_now,full_payment,2024-06-03:560.40,2024-06-03,none,"Pay USD 560.40 today. This leaves at least USD 1,100 available over the next 90 days. Balance today is USD 2,291.68; the lowest projected balance is USD 1,119.09 on 14 June 2024."
request_137,24965.30,affordable_later,wait,2026-01-15:80100,2026-01-15,none,"Pay INR 80,100 in full on 15 January 2026. Paying earlier would take the balance below the INR 71,800 minimum. At most INR 24,965.30 is safe to pay today from a balance of INR 139,760."
request_138,765.55,affordable_with_plan,partial_payment,2026-04-07:765.55|2026-04-15:491.39,2026-04-15,none,"Pay EUR 765.55 today and the remaining EUR 491.39 on 15 April 2026. This completes the full request and keeps the EUR 2,300 minimum protected. Balance today is EUR 3,644.65; the lowest projected balance is EUR 2,300 on 14 April 2026."
request_139,1380.35,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-10-15,none,"Use 3 installments of USD 802.88, starting 7 September 2024. This leaves at least USD 1,500 available. Balance today is USD 3,767.84; the lowest projected balance is USD 1,788.10 on 14 November 2024."
request_140,2962.01,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 March 2025. None of the available options keeps the ZAR 21,600 minimum protected. Balance today is ZAR 34,679; even without this payment the lowest projected balance is ZAR 24,562.01 on 14 February 2025."
request_141,28263.38,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 171,600 request. Although INR 28,263.38 is available today, the full amount cannot be completed safely within 90 days. Balance today is INR 122,545; even without this payment the lowest projected balance is INR 95,563.38 on 14 January 2026."
request_142,1075.40,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 February 2025. None of the available options keeps the USD 1,700 minimum protected. Balance today is USD 5,993.85; even without this payment the lowest projected balance is USD 2,775.40 on 5 March 2025."
request_143,3957.74,affordable_later,wait,2025-06-15:12584,2025-06-15,none,"Pay ZAR 12,584 in full on 15 June 2025. Paying earlier would take the balance below the ZAR 11,300 minimum. At most ZAR 3,957.74 is safe to pay today from a balance of ZAR 20,111."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,"Pay USD 233.34 today. This leaves at least USD 600 available over the next 90 days. Balance today is USD 1,248.08; the lowest projected balance is USD 646.11 on 14 July 2026."
request_145,29104.94,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-05-15,none,"Use 3 installments of INR 75,365.33, starting 20 March 2024. This leaves at least INR 155,400 available. Balance today is INR 261,013.66; the lowest projected balance is INR 172,019.43 on 14 May 2024."
request_146,27847.22,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 October 2025. None of the available options keeps the INR 108,600 minimum protected. Balance today is INR 190,065; even without this payment the lowest projected balance is INR 136,447.22 on 13 August 2025."
request_147,474.31,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,"Use 3 installments of EUR 391.63, starting 8 April 2026. This leaves at least EUR 900 available. Balance today is EUR 1,641.53; the lowest projected balance is EUR 982.69 on 14 April 2026."
request_148,7779.14,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-07-15,none,"Use 3 installments of ZAR 7,710.56, starting 14 June 2024. This leaves at least ZAR 20,000 available. Balance today is ZAR 33,181.08; the lowest projected balance is ZAR 20,068.58 on 14 June 2024."
request_149,22385.50,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Use 3 installments of ZAR 12,706.03, starting 18 November 2025. This leaves at least ZAR 42,100 available. Balance today is ZAR 84,358.38; the lowest projected balance is ZAR 47,572.83 on 14 January 2026."
request_150,373.61,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-15,none,"Use 3 installments of EUR 171.98, starting 6 January 2026. This leaves at least EUR 700 available. Balance today is EUR 1,257.44; the lowest projected balance is EUR 837.17 on 14 March 2026."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Pay IDR 26,999,000 today. This leaves at least IDR 31,633,600 available over the next 90 days. Balance today is IDR 83,998,265; the lowest projected balance is IDR 35,463,480.53 on 13 September 2024."
request_152,11634.83,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-02-15,none,"Use 3 installments of ZAR 4,812.43, starting 12 February 2025. This leaves at least ZAR 11,900 available. Balance today is ZAR 28,368.77; the lowest projected balance is ZAR 16,080.17 on 14 April 2025."
request_153,212.64,not_affordable,not_recommended,none,,none,"Do not make this payment by 24 September 2026. None of the available options keeps the USD 1,400 minimum protected. Balance today is USD 1,903.60; even without this payment the lowest projected balance is USD 1,612.64 on 14 July 2026."
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61, starting 4 December 2024. This leaves at least EUR 1,300 available. Balance today is EUR 4,679.40; the lowest projected balance is EUR 2,753.74 on 14 February 2025."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"Pay INR 112,500 today. This leaves at least INR 56,300 available over the next 90 days. Balance today is INR 218,050; the lowest projected balance is INR 81,920.77 on 14 May 2025."
request_156,8420.45,affordable_later,wait,2026-05-15:43076,2026-05-15,none,"Pay ZAR 43,076 in full on 15 May 2026. Paying earlier would take the balance below the ZAR 26,900 minimum. At most ZAR 8,420.45 is safe to pay today from a balance of ZAR 42,105.30."
request_157,4507909.66,affordable_later,wait,2024-05-15:23503000,2024-05-15,none,"Pay IDR 23,503,000 in full on 15 May 2024. Paying earlier would take the balance below the IDR 15,714,100 minimum. At most IDR 4,507,909.66 is safe to pay today from a balance of IDR 25,805,950."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,reduce_to:event_14534:3280,"Reduce the streaming subscription to INR 3,280, then use 3 installments of INR 84,101.33, starting 7 August 2025. This leaves at least INR 131,400 available. Balance today is INR 745,417.10; the lowest projected balance is INR 136,950.13 on 5 November 2025."
request_159,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 March 2026. None of the available options keeps the ZAR 8,700 minimum protected. Balance today is ZAR 40,283.20; even without this payment the lowest projected balance is ZAR 8,017.37 on 4 April 2026."
request_160,643.61,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-06-15,none,"Use 3 installments of EUR 432.05, starting 13 June 2024. This leaves at least EUR 1,200 available. Balance today is EUR 2,144.61; the lowest projected balance is EUR 1,411.56 on 13 June 2024."
request_161,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 January 2026. None of the available options keeps the IDR 23,010,400 minimum protected. Balance today is IDR 41,308,350; even without this payment the lowest projected balance is IDR -14,589,787.90 on 1 February 2026."
request_162,4603254.21,not_affordable,not_recommended,none,,none,"Do not make this payment by 26 August 2026. None of the available options keeps the IDR 24,161,100 minimum protected. Balance today is IDR 34,607,300; even without this payment the lowest projected balance is IDR 28,764,354.21 on 11 July 2026."
request_163,11126901.16,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-10-15,none,"Use 3 installments of IDR 6,692,053.33, starting 10 September 2024. This leaves at least IDR 26,728,700 available. Balance today is IDR 49,519,524.26; the lowest projected balance is IDR 31,163,547.83 on 14 September 2024."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Use 3 installments of IDR 9,366,240, starting 11 February 2025. This leaves at least IDR 29,550,500 available. Balance today is IDR 75,429,169.20; the lowest projected balance is IDR 52,848,767.88 on 13 February 2025."
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"Pay INR 80,600 today. This leaves at least INR 95,000 available over the next 90 days. Balance today is INR 366,705; the lowest projected balance is INR 104,878.08 on 5 July 2026."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1,007.97, starting 3 December 2024. This leaves at least USD 1,700 available. Balance today is USD 9,001.95; the lowest projected balance is USD 1,883.46 on 3 March 2025."
request_167,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 31 May 2025. None of the available options keeps the ZAR 31,200 minimum protected. Balance today is ZAR 105,090.30; even without this payment the lowest projected balance is ZAR -3,384.04 on 3 August 2025."
request_168,37285.25,affordable_with_plan,partial_payment,2026-01-07:37285.25|2026-01-15:12094.75,2026-01-15,none,"Pay INR 37,285.25 today and the remaining INR 12,094.75 on 15 January 2026. This completes the full request and keeps the INR 114,400 minimum protected. Balance today is INR 173,843; the lowest projected balance is INR 114,400.01 on 14 January 2026."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976 today. This leaves at least ZAR 18,700 available over the next 90 days. Balance today is ZAR 77,544.50; the lowest projected balance is ZAR 27,082.82 on 14 March 2024."
request_170,32490968.54,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,"Use 3 installments of IDR 12,804,480, starting 6 August 2025. This leaves at least IDR 24,715,800 available. Balance today is IDR 69,446,998.40; the lowest projected balance is IDR 40,582,364.83 on 14 October 2025."
request_171,114.07,not_affordable,not_recommended,none,,none,Do not make this payment by 10 September 2026. None of the available options keeps the EUR 500 minimum protected. Balance today is EUR 810.65; even without this payment the lowest projected balance is EUR 614.07 on 12 July 2026.
request_172,9223.28,affordable_with_plan,partial_payment,2024-06-05:9223.28|2024-06-15:976.72,2024-06-15,none,"Pay ZAR 9,223.28 today and the remaining ZAR 976.72 on 15 June 2024. This completes the full request and keeps the ZAR 27,200 minimum protected. Balance today is ZAR 50,942.40; the lowest projected balance is ZAR 27,200.01 on 14 June 2024."
request_173,66608.34,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-12-15,none,"Use 3 installments of INR 39,173.33, starting 21 November 2025. This leaves at least INR 79,100 available. Balance today is INR 162,290.53; the lowest projected balance is INR 145,708.35 on 14 November 2025."
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 4 April 2026. This leaves at least EUR 700 available. Balance today is EUR 3,266.04; the lowest projected balance is EUR 2,705.51 on 14 April 2026."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2,346.30 today. This leaves at least EUR 1,700 available over the next 90 days. Balance today is EUR 4,760.25; the lowest projected balance is EUR 2,104.13 on 14 September 2024."
request_176,393.74,not_affordable,not_recommended,none,2025-04-15,none,"Do not make this payment by 27 February 2025. None of the available options keeps the EUR 600 minimum protected. Balance today is EUR 1,286.95; even without this payment the lowest projected balance is EUR 993.75 on 14 February 2025."
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Pay USD 1,017.60 today. This leaves at least USD 1,300 available over the next 90 days. Balance today is USD 2,987.24; the lowest projected balance is USD 1,587.39 on 14 January 2026."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,reduce_to:event_16352:46.40,"Reduce the household shopping to EUR 46.40, then use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400 available. Balance today is EUR 7,959.30; the lowest projected balance is EUR 1,594.12 on 7 March 2025."
request_179,11577653.01,affordable_later,wait,2025-06-15:41648000,2025-06-15,none,"Pay IDR 41,648,000 in full on 15 June 2025. Paying earlier would take the balance below the IDR 41,430,800 minimum. At most IDR 11,577,653.01 is safe to pay today from a balance of IDR 79,388,050."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 today. This leaves at least INR 37,300 available over the next 90 days. Balance today is INR 134,980; the lowest projected balance is INR 49,607.65 on 14 July 2026."
request_181,292.61,not_affordable,not_recommended,none,,none,"Do not make this payment by 7 April 2024. None of the available options keeps the USD 2,000 minimum protected. Balance today is USD 3,362; even without this payment the lowest projected balance is USD 2,292.62 on 14 March 2024."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days. Balance today is ZAR 125,010.30; the lowest projected balance is ZAR 46,004.71 on 13 August 2025."
request_183,24791882.30,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Use 3 installments of IDR 9,313,546.67, starting 10 April 2026. This leaves at least IDR 11,878,300 available. Balance today is IDR 42,156,223.74; the lowest projected balance is IDR 24,741,678.89 on 14 June 2026."
request_184,17170.12,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 July 2024. None of the available options keeps the INR 110,800 minimum protected. Balance today is INR 163,160; even without this payment the lowest projected balance is INR 127,970.12 on 14 June 2024."
request_185,348.64,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Pay EUR 1,257.30 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum. At most EUR 348.64 is safe to pay today from a balance of EUR 2,083.40."
request_186,8490.90,affordable_later,wait,2026-03-15:26554,2026-03-15,none,"Pay ZAR 26,554 in full on 15 March 2026. Paying earlier would take the balance below the ZAR 22,000 minimum. At most ZAR 8,490.90 is safe to pay today from a balance of ZAR 44,863.50."
request_187,45576.87,affordable_later,wait,2024-10-15:187500,2024-10-15,none,"Pay INR 187,500 in full on 15 October 2024. Paying earlier would take the balance below the INR 128,300 minimum. At most INR 45,576.87 is safe to pay today from a balance of INR 195,735."
request_188,166.40,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 March 2025. None of the available options keeps the EUR 900 minimum protected. Balance today is EUR 1,485.30; even without this payment the lowest projected balance is EUR 1,066.41 on 14 February 2025."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days. Balance today is EUR 1,147.66; the lowest projected balance is EUR 536.20 on 10 July 2026."
request_190,587.70,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Paying earlier would take the balance below the EUR 1,600 minimum. At most EUR 587.70 is safe to pay today from a balance of EUR 3,155.80."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days. Balance today is EUR 1,591.06; the lowest projected balance is EUR 675.73 on 14 May 2025."
request_192,162.32,not_affordable,not_recommended,none,,none,"Do not make this payment by 11 May 2026. None of the available options keeps the USD 1,000 minimum protected. Balance today is USD 1,384.80; even without this payment the lowest projected balance is USD 1,162.33 on 14 April 2026."
request_193,82.04,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available. Balance today is EUR 1,310.62; the lowest projected balance is EUR 1,082.04 on 14 March 2024."
request_194,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 October 2025. None of the available options keeps the INR 113,600 minimum protected. Balance today is INR 208,630; even without this payment the lowest projected balance is INR -92,048.69 on 2 November 2025."
request_195,1060.34,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available. Balance today is EUR 2,011.18; the lowest projected balance is EUR 888.77 on 14 March 2026."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days. Balance today is EUR 1,575.65; the lowest projected balance is EUR 696.34 on 10 June 2024."
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 January 2026. None of the available options keeps the IDR 26,245,900 minimum protected. Balance today is IDR 96,081,218.26; even without this payment the lowest projected balance is IDR 2,016,068.38 on 3 February 2026."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days. Balance today is INR 395,190; the lowest projected balance is INR 169,845.64 on 11 July 2026."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available. Balance today is IDR 136,691,818.94; the lowest projected balance is IDR 37,927,669.68 on 3 December 2024."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days. Balance today is IDR 53,886,150; the lowest projected balance is IDR 25,527,924.62 on 13 February 2025."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days. Balance today is IDR 77,973,400; the lowest projected balance is IDR 20,763,378.42 on 2 July 2026."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days. Balance today is INR 366,065; the lowest projected balance is INR 168,629.89 on 14 December 2024."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available. Balance today is EUR 8,327.38; the lowest projected balance is EUR 1,456.30 on 5 August 2025."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 588.74 today. This leaves at least EUR 1,300 available over the next 90 days. Balance today is EUR 2,626.28; the lowest projected balance is EUR 1,355.01 on 14 January 2026."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days. Balance today is IDR 31,462,900; the lowest projected balance is IDR 15,862,567.98 on 14 March 2024."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available. Balance today is EUR 5,231.14; the lowest projected balance is EUR 1,369.44 on 1 November 2025."
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum. At most ZAR 6,737.41 is safe to pay today from a balance of ZAR 26,729.60."
request_208,3475578.40,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum. At most IDR 3,475,578.40 is safe to pay today from a balance of IDR 16,928,800."
request_209,3034.53,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 18,400 minimum protected. Balance today is ZAR 27,025.10; even without this payment the lowest projected balance is ZAR 21,434.53 on 14 November 2025."
request_210,839.79,affordable_with_plan,partial_payment,2026-04-06:839.79|2026-04-15:520.23,2026-04-15,none,"Pay USD 839.79 today and the remaining USD 520.23 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected. Balance today is USD 3,525.32; the lowest projected balance is USD 2,000.01 on 14 April 2026."
request_211,390.80,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Pay EUR 1,788.60 in full on 15 November 2024. Paying earlier would take the balance below the EUR 1,500 minimum. At most EUR 390.80 is safe to pay today from a balance of EUR 2,727.89."
request_212,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2025. None of the available options keeps the IDR 29,579,800 minimum protected. Balance today is IDR 51,923,800; even without this payment the lowest projected balance is IDR -36,990,893.49 on 6 May 2025."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100 available. Balance today is USD 12,051.94; the lowest projected balance is USD 3,137.31 on 7 April 2026."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36,270, starting 4 December 2024. This leaves at least INR 174,900 available. Balance today is INR 292,180; the lowest projected balance is INR 208,724.31 on 14 December 2024."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available. Balance today is ZAR 93,951.16; the lowest projected balance is ZAR 18,309.02 on 4 August 2025."
request_216,710.77,affordable_later,wait,2026-08-15:3332.40,2026-08-15,none,"Pay USD 3,332.40 in full on 15 August 2026. Paying earlier would take the balance below the USD 1,800 minimum. At most USD 710.77 is safe to pay today from a balance of USD 2,966.80."
request_217,19661.89,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available. Balance today is ZAR 58,401.97; the lowest projected balance is ZAR 32,896.36 on 14 May 2024."
request_218,27553020.13,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available. Balance today is IDR 72,419,614.80; the lowest projected balance is IDR 40,834,326.80 on 13 August 2025."
request_219,688.77,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1,100 available. Balance today is EUR 2,815.51; the lowest projected balance is EUR 1,208.76 on 14 April 2026."
request_220,97.96,not_affordable,not_recommended,none,,none,"Do not make this payment by 3 July 2024. None of the available options keeps the EUR 1,100 minimum protected. Balance today is EUR 1,487.32; even without this payment the lowest projected balance is EUR 1,197.96 on 14 June 2024."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days. Balance today is INR 268,305; the lowest projected balance is INR 101,391.18 on 14 November 2025."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days. Balance today is ZAR 118,101.70; the lowest projected balance is ZAR 31,551.99 on 5 April 2026."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days. Balance today is EUR 2,255.51; the lowest projected balance is EUR 1,049.95 on 13 September 2024."
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5,370,040, starting 4 February 2025. This leaves at least IDR 22,187,600 available. Balance today is IDR 49,969,400; the lowest projected balance is IDR 27,595,100.02 on 14 February 2025."
request_225,9946317.21,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available. Balance today is IDR 35,791,159.60; the lowest projected balance is IDR 21,237,141.95 on 14 September 2026."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days. Balance today is INR 581,180; the lowest projected balance is INR 243,963.70 on 14 December 2024."
request_227,12861.34,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. None of the available options keeps the INR 62,900 minimum protected. Balance today is INR 105,655; even without this payment the lowest projected balance is INR 75,761.34 on 14 May 2025."
request_228,3329147.43,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 April 2026. None of the available options keeps the IDR 26,191,200 minimum protected. Balance today is IDR 36,748,550; even without this payment the lowest projected balance is IDR 29,520,347.43 on 14 April 2026."
request_229,437.73,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available. Balance today is EUR 1,800.52; the lowest projected balance is EUR 1,262.25 on 14 May 2024."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days. Balance today is EUR 8,676.76; the lowest projected balance is EUR 4,008.15 on 14 August 2025."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available. Balance today is ZAR 84,590.59; the lowest projected balance is ZAR 48,806.01 on 14 January 2026."
request_232,751.21,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Pay EUR 1,970.10 in full on 15 August 2024. Paying earlier would take the balance below the EUR 2,400 minimum. At most EUR 751.21 is safe to pay today from a balance of EUR 4,269.40."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected. Balance today is IDR 19,341,300; even without this payment the lowest projected balance is IDR -15,467,172.89 on 5 February 2026."
request_234,277.33,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,"Pay EUR 1,213.30 in full on 15 August 2026. Paying earlier would take the balance below the EUR 700 minimum. At most EUR 277.33 is safe to pay today from a balance of EUR 1,274.25."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days. Balance today is USD 2,086.28; the lowest projected balance is USD 904.82 on 14 September 2024."
request_236,7443718.01,not_affordable,not_recommended,none,2025-04-15,none,"Do not proceed with the IDR 52,383,000 request. Although IDR 7,443,718.01 is available today, the full amount cannot be completed safely within 90 days. Balance today is IDR 31,173,450; even without this payment the lowest projected balance is IDR 24,212,318.01 on 13 February 2025."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days. Balance today is IDR 100,824,550; the lowest projected balance is IDR 28,788,058.66 on 4 July 2026."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available. Balance today is USD 1,882.07; the lowest projected balance is USD 1,479.11 on 14 December 2024."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"Pay USD 642 today. This leaves at least USD 600 available over the next 90 days. Balance today is USD 1,988.90; the lowest projected balance is USD 706.87 on 14 May 2025."
request_240,16610.03,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200 request. Although INR 16,610.03 is available today, the full amount cannot be completed safely within 90 days. Balance today is INR 92,720; even without this payment the lowest projected balance is INR 69,410.03 on 14 January 2026."
